index,citationStyle
925,karger-journals-author-date
926,karger-journals
927,kidney-international
928,kidney-research-and-clinical-practice
929,kindheit-und-entwicklung
930,knee-surgery-sports-traumatology-arthroscopy
931,kolner-zeitschrift-fur-soziologie-und-sozialpsychologie
932,korean-journal-of-anesthesiology
933,kritische-ausgabe
934,ksce-journal-of-civil-engineering
935,kth-royal-institute-of-technology-school-of-computer-science-and-communication-sv
936,kth-royal-institute-of-technology-school-of-computer-science-and-communication
937,l-homme
938,land-degradation-and-development
939,landes-bioscience-journals
940,language-in-society
941,language
942,lannee-sociologique
943,laser-and-photonics-reviews
944,latin-american-perspectives
945,latin-american-research-review
946,law-and-society-review
947,lcgc
948,leidraad-voor-juridische-auteurs
949,les-journees-de-la-recherche-avicole
950,les-journees-de-la-recherche-porcine
951,lethaia
952,letters-in-applied-microbiology
953,lettres-et-sciences-humaines-fr
954,leviathan
955,limnetica
956,limnology-and-oceanography
957,liver-international
958,lluelles-no-ibid
959,lluelles
960,london-metropolitan-university-harvard
961,london-south-bank-university-numeric
962,lund-university-school-of-economics-and-management
963,macromolecular-reaction-engineering
964,magnetic-resonance-in-medicine
965,maison-de-l-orient-et-de-la-mediterranee
966,mammal-review
967,management-et-avenir
968,management-international
969,mastozoologia-neotropical
970,mathematics-and-computers-in-simulation
971,mcdonald-institute-monographs
972,mcgill-en
973,mcgill-fr
974,medecine-sciences
975,media-culture-and-society
976,medical-dosimetry
977,medical-physics
978,medicina-clinica
979,medicinal-research-reviews
980,medicine-and-science-in-sports-and-exercise
981,mediterranean-journal-of-infection-microbes-and-antimicrobials
982,mediterranean-politics
983,melbourne-school-of-theology
984,memorias-do-instituto-oswaldo-cruz
985,metallurgical-and-materials-transactions-a
986,metallurgical-and-materials-transactions
987,meteoritics-and-planetary-science
988,meteorological-applications
989,methods-in-ecology-and-evolution
990,methods-of-information-in-medicine
991,microbial-drug-resistance
992,microbiology-society
993,microscopy-and-microanalysis
994,mimesis-edizioni
995,mind-and-language
996,mineralogical-magazine
997,mis-quarterly
998,modern-humanities-research-association-author-date
999,modern-humanities-research-association
1000,modern-language-association-6th-edition-note
1001,modern-language-association-7th-edition-underline
1002,modern-language-association-7th-edition-with-url
1003,modern-language-association-7th-edition
1004,modern-language-association
1005,modern-pathology
1006,modern-phytomorphology
1007,molecular-and-cellular-proteomics
1008,molecular-biology-and-evolution
1009,molecular-biology-of-the-cell
1010,molecular-metabolism
1011,molecular-microbiology
1012,molecular-oncology
1013,molecular-plant-microbe-interactions
1014,molecular-plant-pathology
1015,molecular-plant
1016,molecular-psychiatry-letters
1017,molecular-therapy
1018,monash-university-harvard
1019,mondes-en-developpement
1020,moore-theological-college
1021,moorlands-college
1022,multidisciplinary-digital-publishing-institute
1023,multiple-sclerosis-journal
1024,music-theory-spectrum
1025,mutagenesis
1026,mycologia
1027,myrmecological-news
1028,nano-biomedicine-and-engineering
1029,national-archives-of-australia
1030,national-institute-of-health-research
1031,national-institute-of-technology-karnataka
1032,national-library-of-medicine-grant-proposals
1033,national-natural-science-foundation-of-china
1034,national-science-foundation-grant-proposals
1035,national-university-of-singapore-department-of-geography-harvard
1036,natur-und-landschaft
1037,nature-neuroscience-brief-communications
1038,nature-no-et-al
1039,nature-no-superscript
1040,nature-publishing-group-vancouver
1041,nature
1042,natures-sciences-societes
1043,navigation
1044,nccr-mediality
1045,nehet
1046,nephrology-dialysis-transplantation
1047,neural-plasticity
1048,neuroendocrinology-letters
1049,neuroimaging-clinics-of-north-america
1050,neurologia-argentina
1051,neurologia
1052,neurology-india
1053,neurology
1054,neurorehabilitation-and-neural-repair
1055,neuroreport
1056,neurosurgery-clinics-of-north-america
1057,new-harts-rules-the-oxford-style-guide
1058,new-phytologist
1059,new-solutions
1060,new-testament-studies
1061,new-zealand-dental-journal
1062,new-zealand-plant-protection
1063,new-zealand-veterinary-journal
1064,nordic-pulp-and-paper-research-journal
1065,norma-portuguesa-405
1066,northeastern-naturalist
1067,nottingham-trent-university-library-harvard
1068,nowa-audiofonologia
1069,nuclear-receptor-signaling
1070,nucleic-acids-research-web-server-issue
1071,nucleic-acids-research
1072,obafemi-awolowo-university-faculty-of-technology
1073,obesity
1074,obstetrics-and-gynecology-science
1075,occupational-medicine
1076,oceanography
1077,oecologia-australis
1078,oikos
1079,oncoimmunology
1080,oncotarget
1081,onderstepoort-journal-of-veterinary-research
1082,ophthalmology-retina
1083,ophthalmology
1084,optics-express
1085,optometry-and-vision-science
1086,oral-diseases
1087,organic-geochemistry
1088,ornitologia-neotropical
1089,orthopedic-clinics-of-north-america
1090,oryx
1091,oscola-no-ibid
1092,oscola
1093,osterreichische-zeitschrift-fur-politikwissenschaft
1094,otto-von-guricke-universitat-magdeburg-medizinische-fakultat-numeric
1095,owbarth-verlag
1096,oxford-centre-for-mission-studies-harvard
1097,oxford-studies-in-ancient-philosophy
1098,oxford-studies-on-the-roman-economy
1099,oxford-the-university-of-new-south-wales
1100,oxford-university-press-humsoc
1101,oxford-university-press-scimed-author-date
1102,oxford-university-press-scimed-numeric
1103,oxidation-of-metals
1104,padagogische-hochschule-fachhochschule-nordwestschweiz
1105,padagogische-hochschule-heidelberg
1106,padagogische-hochschule-vorarlberg
1107,paediatric-and-perinatal-epidemiology
1108,pain
1109,pakistani-veterinary-journal
1110,palaeontographica-abteilung-b-palaeobotany-palaeophytology
1111,palaeontologia-electronica
1112,palaeontology
1113,palaeovertebrata
1114,palaios
1115,paleobiology
1116,parasitology
1117,pediatric-allergy-and-immunology
1118,pediatric-anesthesia
1119,pediatric-blood-and-cancer
1120,pediatric-physical-therapy
1121,pediatric-research
1122,peerj
1123,periodicum-biologorum
1124,periodontology-2000
1125,permafrost-and-periglacial-processes
1126,perspectives-on-politics
1127,perspectives-on-sexual-and-reproductive-health
1128,pest-management-science
1129,petit-chicago-author-date
1130,pharmacoepidemiology-and-drug-safety
1131,philippika
1132,philipps-universitat-marburg-note
1133,philosophia-scientiae
1134,phycological-research
1135,phyllomedusa
1136,physiological-and-biochemical-zoology
1137,planning-practice-and-research
1138,plant-and-cell-physiology
1139,plant-biology
1140,plant-biotechnology-journal
1141,plant-cell-and-environment
1142,plant-pathology
1143,plos
1144,pnas
1145,podzemna-voda
1146,polish-legal
1147,political-studies
1148,politische-vierteljahresschrift
1149,polymer-reviews
1150,pontifical-athenaeum-regina-apostolorum
1151,pontifical-biblical-institute
1152,pontifical-gregorian-university
1153,population-space-and-place
1154,population
1155,poultry-science
1156,prehospital-emergency-care
1157,preslia
1158,primary-care-clinics-in-office-practice
1159,proceedings-of-the-royal-society-b
1160,proinflow
1161,protein-engineering-design-and-selection
1162,protein-science
1163,proteomics
1164,psychiatric-clinics-of-north-america
1165,psychiatric-services
1166,psychiatry-and-clinical-neurosciences
1167,psychosomatic-medicine
1168,psychosomatics
1169,public-health-nutrition
1170,quaderni-degli-avogadro-colloquia
1171,quaderni-materialisti
1172,quaternary-international
1173,r-and-d-management
1174,radiochimica-acta
1175,radiographics
1176,radiography
1177,radiologic-clinics-of-north-america
1178,radiology
1179,radiopaedia
1180,raffles-bulletin-of-zoology
1181,rapid-communications-in-mass-spectrometry
1182,recent-patents-on-drug-delivery-and-formulation
1183,recherches-en-sciences-de-gestion
1184,religion-in-the-roman-empire
1185,renewable-agriculture-and-food-systems
1186,reports-of-practical-oncology-and-radiotherapy
1187,reproduction-fertility-and-development
1188,reproduction-in-domestic-animals
1189,research-on-biomedical-engineering
1190,resuscitation
1191,reviews-of-modern-physics-with-titles
1192,revista-argentina-de-antropologia-biologica
1193,revista-brasileira-de-ciencia-do-solo
1194,revista-chilena-de-derecho-y-tecnologia
1195,revista-ciencias-tecnicas-agropecuarias
1196,revista-da-sociedade-brasileira-de-medicina-tropical
1197,revista-de-biologia-tropical
1198,revista-de-filologia-espanola
1199,revista-fave-seccion-ciencias-agrarias
1200,revista-latinoamericana-de-metalurgia-y-materiales
1201,revista-latinoamericana-de-recursos-naturales
1202,revista-noesis
1203,revista-portuguesa-de-arqueologia
1204,revista-virtual-de-quimica
1205,revue-archeologique-du-centre-de-la-france
1206,revue-archeologique
1207,revue-d-elevage-et-de-medecine-veterinaire-des-pays-tropicaux
1208,revue-de-medecine-veterinaire
1209,revue-de-qumran
1210,revue-des-nouvelles-technologies-de-l-information
1211,revue-europeenne-des-migrations-internationales
1212,revue-francaise-de-sociologie
1213,risk-analysis
1214,rofo
1215,romanian-humanities
1216,rose-school
1217,royal-society-of-chemistry-with-titles
1218,royal-society-of-chemistry
1219,sage-harvard
1220,sage-vancouver-brackets
1221,sage-vancouver
1222,scandinavian-journal-of-infectious-diseases
1223,scandinavian-journal-of-medicine-and-science-in-sports
1224,scandinavian-journal-of-rheumatology
1225,scandinavian-journal-of-work-environment-and-health
1226,science-and-technology-for-the-built-environment
1227,science-china-life-sciences
1228,science-translational-medicine
1229,science-without-titles
1230,science
1231,scienceasia
1232,scientia-agriculturae-bohemica
1233,scientific-review-engineering-and-environmental-sciences
1234,scrinium
1235,seed-science-research
1236,seminaire-saint-sulpice-ecole-theologie
1237,seminars-in-pediatric-neurology
1238,service-medical-de-l-assurance-maladie
1239,sexual-development
1240,sexual-health
1241,sheffield-hallam-university-history
1242,sist02
1243,small
1244,smithsonian-institution-scholarly-press-author-date
1245,smithsonian-institution-scholarly-press-botany
1246,smithsonian-institution-scholarly-press-note
1247,social-cognitive-and-affective-neuroscience
1248,sociedade-brasileira-de-computacao
1249,societe-nationale-des-groupements-techniques-veterinaires
1250,society-for-american-archaeology
1251,society-for-historical-archaeology
1252,society-for-laboratory-automation-and-screening
1253,society-of-automotive-engineers-technical-papers-numeric
1254,society-of-biblical-literature-fullnote-bibliography
1255,socio-economic-review
1256,sociology-of-health-and-illness
1257,sodertorns-hogskola-harvard-ibid
1258,sodertorns-hogskola-harvard
1259,soil-biology-and-biochemistry
1260,soil-science-and-plant-nutrition
1261,solutions
1262,south-african-journal-of-animal-science
1263,south-african-journal-of-enology-and-viticulture
1264,south-african-journal-of-geology
1265,south-african-theological-seminary
1266,soziale-welt
1267,sozialpadagogisches-institut-berlin-walter-may
1268,sozialwissenschaften-heilmann
1269,soziologie
1270,spandidos-publications
1271,spectroscopy-letters
1272,spine
1273,spip-cite
1274,springer-fachzeitschriften-medizin-psychologie
1275,springer-humanities-author-date
1276,springer-humanities-brackets
1277,springer-lecture-notes-in-computer-science-alphabetical
1278,springer-lecture-notes-in-computer-science
1279,springer-mathphys-author-date
1280,springer-mathphys-brackets
1281,springer-physics-author-date
1282,springer-physics-brackets
1283,springer-socpsych-author-date
1284,springer-socpsych-brackets
1285,springer-vancouver-author-date
1286,springer-vancouver-brackets
1287,springer-vs-author-date
1288,springerprotocols
1289,st-patricks-college
1290,statistika-statistics-and-economy-journal
1291,stavebni-obzor
1292,stem-cells-and-development
1293,stem-cells
1294,strategic-management-journal
1295,stroke
1296,structural-control-and-health-monitoring
1297,studia-bas
1298,style-manual-australian-government
1299,surgical-clinics-of-north-america
1300,surgical-neurology-international
1301,surgical-pathology-clinics
1302,svensk-exegetisk-arsbok
1303,swedish-legal
1304,systematic-and-applied-microbiology
1305,systematic-biology
1306,tabula
1307,taxon
1308,taylor-and-francis-chicago-author-date
1309,taylor-and-francis-chicago-f
1310,taylor-and-francis-council-of-science-editors-author-date
1311,taylor-and-francis-harvard-x
1312,taylor-and-francis-national-library-of-medicine
1313,taylor-and-francis-numeric-q
1314,technische-universitat-dresden-betriebswirtschaftslehre-logistik-author-date
1315,technische-universitat-dresden-erziehungswissenschaften-author-date
1316,technische-universitat-dresden-finanzwirtschaft-und-finanzdienstleistungen-author-date-with-short-titles
1317,technische-universitat-dresden-finanzwirtschaft-und-finanzdienstleistungen-author-date
1318,technische-universitat-dresden-finanzwirtschaft-und-finanzdienstleistungen-note
1319,technische-universitat-dresden-historische-musikwissenschaft-note
1320,technische-universitat-dresden-kunstgeschichte-note
1321,technische-universitat-dresden-medienwissenschaft-und-neuere-deutsche-literatur-note
1322,technische-universitat-dresden-medizin
1323,teologia-catalunya
1324,terra-nova
1325,tetrahedron-letters
1326,the-accounting-review
1327,the-american-journal-of-cardiology
1328,the-american-journal-of-gastroenterology
1329,the-american-journal-of-human-genetics
1330,the-american-journal-of-pathology
1331,the-american-journal-of-psychiatry
1332,the-american-midland-naturalist
1333,the-american-naturalist
1334,the-astrophysical-journal
1335,the-auk
1336,the-biological-bulletin
1337,the-bone-and-joint-journal
1338,the-british-journal-for-the-philosophy-of-science
1339,the-british-journal-of-cardiology
1340,the-british-journal-of-psychiatry
1341,the-british-journal-of-sociology
1342,the-canadian-geographer
1343,the-canadian-journal-of-chemical-engineering
1344,the-canadian-journal-of-psychiatry
1345,the-chemical-society-of-japan
1346,the-company-of-biologists
1347,the-design-journal
1348,the-embo-journal
1349,the-faseb-journal
1350,the-febs-journal
1351,the-geological-society-of-america
1352,the-geological-society-of-london
1353,the-hastings-center-report
1354,the-holocene
1355,the-institute-of-electronics-information-and-communication-engineers
1356,the-institution-of-engineering-and-technology
1357,the-international-journal-of-developmental-biology
1358,the-isme-journal
1359,the-journal-of-adhesive-dentistry
1360,the-journal-of-agricultural-science
1361,the-journal-of-clinical-investigation
1362,the-journal-of-comparative-neurology
1363,the-journal-of-eukaryotic-microbiology
1364,the-journal-of-foot-and-ankle-surgery
1365,the-journal-of-hellenic-studies
1366,the-journal-of-immunology
1367,the-journal-of-infection-in-developing-countries
1368,the-journal-of-juristic-papyrology
1369,the-journal-of-modern-history
1370,the-journal-of-molecular-diagnostics
1371,the-journal-of-nervous-and-mental-disease
1372,the-journal-of-neuropsychiatry-and-clinical-neurosciences
1373,the-journal-of-neuroscience
1374,the-journal-of-nuclear-medicine
1375,the-journal-of-pain
1376,the-journal-of-pathology
1377,the-journal-of-peasant-studies
1378,the-journal-of-physiology
1379,the-journal-of-pure-and-applied-chemistry-research
1380,the-journal-of-roman-studies
1381,the-journal-of-the-acoustical-society-of-america
1382,the-journal-of-the-torrey-botanical-society
1383,the-journal-of-urology
1384,the-journal-of-veterinary-medical-science
1385,the-journal-of-wildlife-management
1386,the-journals-of-gerontology-series-a
1387,the-lancet
1388,the-lichenologist
1389,the-national-medical-journal-of-india
1390,the-neuroscientist
1391,the-new-england-journal-of-medicine
1392,the-oncologist
1393,the-open-university-a251
1394,the-open-university-harvard
1395,the-open-university-m801
1396,the-optical-society
1397,the-pan-african-medical-journal
1398,the-plant-cell
1399,the-plant-genome
1400,the-plant-journal
1401,the-review-of-financial-studies
1402,the-rockefeller-university-press
1403,the-saudi-journal-for-dental-research
1404,the-scandinavian-journal-of-clinical-and-laboratory-investigation
1405,the-university-of-western-australia-harvard
1406,the-university-of-winchester-harvard
1407,the-world-journal-of-biological-psychiatry
1408,theologie-und-philosophie
1409,theory-culture-and-society
1410,thieme-german
1411,thrombosis-and-haemostasis
1412,thyroid
1413,tijdschrift-voor-economische-en-sociale-geografie
1414,tissue-engineering
1415,toxicological-sciences
1416,traffic-injury-prevention
1417,traffic
1418,transactions-of-the-american-philological-association
1419,transactions-of-the-materials-research-society-of-japan
1420,transboundary-and-emerging-diseases
1421,transplantation
1422,transportation-research-record
1423,tree-physiology
1424,trends-journals
1425,tropical-animal-health-and-production
1426,tsaqafah
1427,turabian-fullnote-bibliography
1428,twentieth-century-music
1429,ugeskrift-for-laeger
1430,ultrasound-in-medicine-and-biology
1431,uludag-universitesi-sosyal-bilimler-enstitusu-author-date
1432,uludag-universitesi-sosyal-bilimler-enstitusu-full-note-with-ibid
1433,uludag-universitesi-sosyal-bilimler-enstitusu-full-note
1434,uludag-universitesi-sosyal-bilimler-enstitusu-ilahiyat-fakultesi-full-note-with-ibid
1435,uludag-universitesi-sosyal-bilimler-enstitusu-ilahiyat-fakultesi-full-note
1436,unified-style-linguistics
1437,united-nations-conference-on-trade-and-development
1438,united-nations-framework-convention-on-climate-change
1439,universidad-autonoma-cidudad-juarez-estilo-latino-humanistico
1440,universidad-evangelica-del-paraguay
1441,universidade-estadual-do-oeste-do-parana-programa-institucional-de-bolsas-de-iniciacao-cientifica
1442,universidade-estadual-paulista-campus-de-dracena-abnt
1443,universidade-federal-de-juiz-de-fora
1444,universidade-federal-do-espirito-santo-abnt-initials
1445,universidade-federal-do-espirito-santo-abnt
1446,universita-cattolica-del-sacro-cuore
1447,universita-di-bologna-lettere
1448,universita-pontificia-salesiana-it
1449,universita-pontificia-salesiana
1450,universitas-negeri-semarang-fakultas-matematika-dan-ilmu-pengetahuan-alam
1451,universitas-negeri-yogyakarta-program-pascasarjana
1452,universitat-bremen-institut-fur-politikwissenschaft
1453,universite-catholique-de-louvain-histoire
1454,universite-de-montreal-apa
1455,universite-de-montreal-faculte-de-musique
1456,universite-de-picardie-jules-verne-ufr-de-medecine
1457,universite-de-sherbrooke-departement-de-geomatique
1458,universite-de-sherbrooke-faculte-d-education
1459,universite-du-quebec-a-montreal
1460,universite-laval-departement-des-sciences-historiques
1461,universite-laval-departement-dinformation-et-de-communication
1462,universite-laval-faculte-de-theologie-et-de-sciences-religieuses
1463,universiteit-utrecht-onderzoeksgids-geschiedenis
1464,universitetet-i-oslo-rettsvitenskap
1465,university-college-dublin-school-of-history-and-archives
1466,university-college-lillebaelt-apa
1467,university-college-lillebaelt-harvard
1468,university-college-lillebaelt-vancouver
1469,university-for-the-creative-arts-figures
1470,university-of-cambridge-faculty-of-history
1471,university-of-gothenburg-apa-swedish-legislations
1472,university-of-helsinki-faculty-of-theology
1473,university-of-lincoln-harvard
1474,university-of-new-england-australia-note
1475,university-of-south-australia-harvard-2011
1476,university-of-south-australia-harvard-2013
1477,university-of-york-apa
1478,university-of-york-chicago
1479,university-of-york-harvard-archaeology
1480,university-of-york-harvard-environment
1481,university-of-york-harvard
1482,university-of-york-ieee
1483,university-of-york-mhra
1484,university-of-york-mla
1485,university-of-york-oscola
1486,university-of-york-vancouver
1487,university-of-zabol-fa
1488,university-of-zabol
1489,univerza-na-primorskem-fakulteta-za-vede-o-zdravju-apa
1490,uppsala-universitet-historia
1491,uppsala-universitet-institutionen-for-biologisk-grundutbildning
1492,urban-geography
1493,urban-habitats
1494,urban-studies
1495,urological-science
1496,us-geological-survey
1497,usda-forest-service-pacific-northwest-research-station
1498,user-modeling-and-user-adapted-interaction
1499,uspekhi-gerontologii
1500,utah-geological-survey
1501,vancouver-author-date
1502,vancouver-brackets-no-et-al
1503,vancouver-brackets-only-year-no-issue
1504,vancouver-brackets
1505,vancouver-fr-ca
1506,vancouver-imperial-college-london
1507,vancouver-superscript-brackets-only-year
1508,vancouver-superscript-only-year
1509,vancouver-superscript
1510,vancouver
1511,veterinary-medicine-austria
1512,veterinary-microbiology
1513,veterinary-pathology
1514,veterinary-radiology-and-ultrasound
1515,veterinary-record
1516,vienna-legal
1517,vietnam-ministry-of-education-and-training-en
1518,vietnam-ministry-of-education-and-training-vi
1519,vigiliae-christianae
1520,vilnius-gediminas-technical-university
1521,vita-latina-auteurs-anciens
1522,vita-latina
1523,vodohospodarske-technicko-ekonomicke-informace-en
1524,vodohospodarske-technicko-ekonomicke-informace
1525,water-alternatives
1526,water-environment-research
1527,water-sa
1528,water-science-and-technology
1529,waterbirds
1530,west-european-politics
1531,western-journal-of-emergency-medicine
1532,westfalische-wilhelms-universitat-munster-medizinische-fakultat
1533,wheaton-college-phd-in-biblical-and-theological-studies
1534,who-europe-harvard
1535,who-europe-numeric
1536,wiley-vch-books
1537,wireless-communications-and-mobile-computing
1538,wirtschaftsuniversitat-wien-author-date
1539,wirtschaftsuniversitat-wien-handel-und-marketing
1540,wirtschaftsuniversitat-wien-wirtschaftspadagogik
1541,wissenschaftlicher-industrielogistik-dialog
1542,world-applied-sciences-journal
1543,world-congress-on-engineering-asset-management
1544,world-journal-of-gastroenterology
1545,world-mycotoxin-journal
1546,world-organisation-for-animal-health-scientific-and-technical-review
1547,world-politcs
1548,worlds-poultry-science-journal
1549,xenotransplantation
1550,yeast
1551,zastosowania-komputerow-w-elektrotechnice
1552,zdravniski-vestnik
1553,zeitschrift-fur-allgemeinmedizin
1554,zeitschrift-fur-deutsche-philologie
1555,zeitschrift-fur-internationale-beziehungen
1556,zeitschrift-fur-kunstgeschichte
1557,zeitschrift-fur-padagogik
1558,zeitschrift-fur-qualitative-forschung
1559,zeitschrift-fur-religionswissenschaft-author-date
1560,zeitschrift-fur-religionswissenschaft-note
1561,zeitschrift-fur-soziologie
1562,zeitschrift-fur-theologie-und-kirche
1563,zeszyty-prawnicze-bas
1564,zookeys
1565,zoological-journal-of-the-linnean-society
1566,zootaxa
1567,zwitscher-maschine
